Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,achieves,adjacent to,affects,allocates,capable of,characteristic for,completed invasion phase,contained in,contains,contributes to,contributor,created by,decreases,decreases effort in,derives from,derives into,determines,don't use concept,editor note,enabled by,ends,ends during,ends with,enhance,facilitate,has alien range,has amount of closely related species,has amount of species,has area,has component,has decreased effort level by,has distribution,has growth,has habitat,has increased effort level by,has increased levels of,has index,has input,has invasion success likelihood,has level of,has measurement,has measurement unit label,has measurement value,has mortality,has natality,has native range,has number of individuals,has output,has part,has part structure that is capable of,has participant,has propagule pressure,has quality,has range,has recruitment,has role,has spatial occupant at some time,has specific name,has status,has value,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://purl.obolibrary.org/obo/IAO_0000111,http://purl.obolibrary.org/obo/IAO_0000112,http://purl.obolibrary.org/obo/IAO_0000114,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.obolibrary.org/obo/IAO_0000118,http://purl.obolibrary.org/obo/IAO_0000119,http://purl.obolibrary.org/obo/IAO_0000232,http://purl.obolibrary.org/obo/IAO_0000412,http://purl.obolibrary.org/obo/ncbitaxon#has_rank,http://purl.obolibrary.org/obo/NCIT_A8,http://purl.obolibrary.org/obo/NCIT_NHC0,http://purl.obolibrary.org/obo/NCIT_P106,http://purl.obolibrary.org/obo/NCIT_P107,http://purl.obolibrary.org/obo/NCIT_P108,http://purl.obolibrary.org/obo/NCIT_P207,http://purl.obolibrary.org/obo/NCIT_P322,http://purl.obolibrary.org/obo/NCIT_P325,http://purl.obolibrary.org/obo/NCIT_P366,http://purl.obolibrary.org/obo/OBI_0001886,http://purl.obolibrary.org/obo/RO_0001900,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/terms/creator,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,http://www.geneontology.org/formats/oboInOwl#hasOBONamespace,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#hasSynonymType,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/2004/02/skos/core#notation,https://w3id.org/inbio#_000130,https://w3id.org/inbio#_000132,increases,increases effort in,interacts with,is absent,is affected by,is against,is aggregate of,is alien range to,is characteristic of,is characterized by,is closely related to,is enemy of,is enhanced by,is growth of,is habitat of,is in invasion phase,is mortality of,is natality of,is native range to,is part of,is prey of,is range of,is recruitment of,is similar to,is status of,license,license,license,license,located in,location of,occupies spatial region at some time,occurs in,output of,overlaps,part of,participates in,produced by,produces,quality of,role of,shows changes in species trait,spatially coextensive with,surrounded by,surrounds,title,TODO
http://purl.obolibrary.org/obo/PATO_0001018,physical quality,relational physical quality,A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities.,false,,,http://purl.obolibrary.org/obo/PATO_0001241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATO:0001018,,,,,,,,,,,,,,,,,,,,,,,,,,,,relational physical quality,,,,,,,,physical quality,,,A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000005,invasive species,,"Alien species that sustain self-replacing populations over several life cycles, produce reproductive offspring, often in very large numbers at considerable distance from the parent and/or site of introduction, and have the potential to spread over long distances.",false,,,https://w3id.org/inbio#_000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alien species that become established and spread beyond the place of introduction are called invasive species.,invasive species,,,"Alien species that sustain self-replacing populations over several life cycles, produce reproductive offspring, often in very large numbers at considerable distance from the parent and/or site of introduction, and have the potential to spread over long distances.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCIT_C171083,organism characteristic,individual trait,A characteristic or attribute inherent or inherited to an organism.,false,,,https://w3id.org/inbio#_000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCIT:C171083,,,,,,,,,,,,C171083,Qualitative Concept,,,,,,,,,,,,,,,individual trait,,,,,,,,organism characteristic,,,A characteristic or attribute inherent or inherited to an organism.,,,CL1405330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCIT_C171088,population group characteristic,population group trait|population group attribute|population group property|population group feature,A characteristic or attribute of a population group.,false,,,https://w3id.org/inbio#_000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCIT:C171088,,,,,,,,,,,,C171088,Conceptual Entity,,,,,,,,,,,,,,,population group trait|population group attribute|population group property|population group feature,,,,,,,,population group characteristic,,,A characteristic or attribute of a population group.,,,CL1405325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCIT_C25472,cycle,cycles|cyclic|cylical,"An event or sequence of events that constitute a round or succession of observable phenomena, recurring usually at regular or approximately regular time intervals and in the same sequence.",false,,,http://purl.obolibrary.org/obo/NCIT_C25499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCIT:C25472,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C175518|http://purl.obolibrary.org/obo/NCIT_C67567|http://purl.obolibrary.org/obo/NCIT_C183078|http://purl.obolibrary.org/obo/NCIT_C165451,C25472,Temporal Concept,,,C0439596,DIPG/DMG|ICDC|UCUM,,,,,,,,,,,cycles|cyclic|cylical,,,,,,,,cycle,,,"An event or sequence of events that constitute a round or succession of observable phenomena, recurring usually at regular or approximately regular time intervals and in the same sequence.",,http://purl.obolibrary.org/obo/NCIT_C17998|http://purl.obolibrary.org/obo/NCIT_C48660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000071,pisces,Fish|Fishes,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_7742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish|Fishes,,,,,,,,pisces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000060,particulate matter,,Particulate material is an environmental material which is composed of microscopic portions of solid or liquid material suspended in another environmental material.,false,,,http://purl.obolibrary.org/obo/ENVO_00010483,,,,,,,,,,,,,,,,,,,Subclasses should be assigned by inference.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envoAtmo|envoPolar,,particulate matter,,,Particulate material is an environmental material which is composed of microscopic portions of solid or liquid material suspended in another environmental material.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01001334,advective transport process,advective transport,A material transport process during which a volume of material is displaced due to a disequilibrium in physical forces and during which 1) the qualities that inhere in that volume and 2) the processes that are unfolding within it are largely unchanged.,false,,,http://purl.obolibrary.org/obo/ENVO_03000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01001334,,,,,,,,,,,,,,,,,,,,,,,,,,,,advective transport,,,,,,,"Advective processes are disjoint from diffusive processes. Typically, fluids are advected.",advective transport process,,,A material transport process during which a volume of material is displaced due to a disequilibrium in physical forces and during which 1) the qualities that inhere in that volume and 2) the processes that are unfolding within it are largely unchanged.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01001275,solid layer,,"A layer which is primarily composed of some solid material, allowing for non-solid parts such as interstitial pockets of gas or liquid.",false,,,http://purl.obolibrary.org/obo/ENVO_01000281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01001275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,solid layer,,,"A layer which is primarily composed of some solid material, allowing for non-solid parts such as interstitial pockets of gas or liquid.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000035,phenological change,,Any change in the phenology of a species,false,,,https://w3id.org/inbio#_000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phenological change,,,Any change in the phenology of a species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,biodiversity,,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.",false,,,https://w3id.org/inbio#_000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccon:Biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.bioontology.org/ontology/MESH/D044822|http://edamontology.org/topic_3050,,,,,,,,"It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org",biological diversity|biodiversity,,,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.geneontology.org/formats/oboInOwl#Subset,Subset,,,false,,,http://purl.obolibrary.org/obo/IAO_0000102,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oboInOwl:Subset,,,,,,,,,http://purl.obolibrary.org/obo/envo.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000021,resistance,,staying essentially unchanged despite the presence of disturbances,false,,,https://w3id.org/inbio#_000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resistance,,,staying essentially unchanged despite the presence of disturbances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000013,reasoned ontology module,,"An ontology module that contains axioms generated by a reasoner. The generated axioms are typically direct SubClassOf axioms, but other possibilities are available.",false,,,http://purl.obolibrary.org/obo/IAO_8000000,,,,,,,,,,,,cjm,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000013,,,,,"An ontology module that contains axioms generated by a reasoner. The generated axioms are typically direct SubClassOf axioms, but other possibilities are available.",,,,,,,,,,,,,,,,,,,2018-05-20T21:20:33Z,,,,,,,,,,,,reasoned ontology module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_1206794,ecdysozoa,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_33317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:1206794,,,,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_clade,,,,,,,,,,,,,,,,,GC_ID:1,,,ncbi_taxonomy,,,,,,ecdysozoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000010,species diversity,,,false,,,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,species diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000703,hydrological precipitation process,precipitation,Hydrological precipitation is a process during which any product of the condensation of atmospheric water vapour is pulled to the planetary surface by gravity.,false,,,http://purl.obolibrary.org/obo/ENVO_01000875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01000703,,,,,,,,,,,,,,,,,,,,,,,,,,precipitation,,,,,,,,,"""process"" is included in the label to make it clear that we are not referring to the precipitated material (e.g. snow, rain, sleet)",hydrological precipitation process,,,Hydrological precipitation is a process during which any product of the condensation of atmospheric water vapour is pulled to the planetary surface by gravity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_00000019,saline lake,salina|soda lake|salt lake,A lake whose water contains a considerable concentration of dissolved salts.,false,,,http://purl.obolibrary.org/obo/ENVO_00000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:00000019,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Saline_lake|Geonames:H.LKSN|Geonames:H.LKN|FTT:221|FTT:907|TGN:21116,salt lake,,,salina|soda lake,,,,,saline lake,,,A lake whose water contains a considerable concentration of dissolved salts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_2157,archaea,Prokaryotae|prokaryotes|Archaebacteria|Mendosicutes|Metabacteria|Procaryotae|Monera|Prokaryota|archaea|prokaryote,,false,,,http://purl.obolibrary.org/obo/NCIT_C40098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prokaryotae|prokaryotes|Archaebacteria|Mendosicutes|Metabacteria|Procaryotae|Monera|Prokaryota|archaea|prokaryote,,,,,archaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01001434,anthropogenic ecosystem conversion process,,A process during which an ecosystem - natural or anthropised - is changed by the actions of humans.,false,,,http://purl.obolibrary.org/obo/ENVO_02500027,,,,,,,,,,,,http://orcid.org/0000-0002-4366-3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01001434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthropogenic ecosystem conversion process,,,A process during which an ecosystem - natural or anthropised - is changed by the actions of humans.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000015,nutrient salt,,Nutrient occurring in the chemical form of salt,false,,,https://w3id.org/inbio#_000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrient salt,,,Nutrient occurring in the chemical form of salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01001044,soil environment,,An environmental system which has its properties and dynamics determined by soil.,false,,,http://purl.obolibrary.org/obo/ENVO_01000998|http://purl.obolibrary.org/obo/ENVO_01000254|http://purl.obolibrary.org/obo/ENVO_01000997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01001044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envoEmpo|envoOmics,,soil environment,,,An environmental system which has its properties and dynamics determined by soil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000092,anthropogenic disturbance,human disturbance,disturbance brought about by human activity,false,,,https://w3id.org/inbio#_000001|https://w3id.org/inbio#_000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,human disturbance,,,,,,,,anthropogenic disturbance,,,disturbance brought about by human activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_8782,aves,avian|birds,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_436492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:8782,,,,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_class,,,,,,,,,,,,,,,,,GC_ID:1,birds,,ncbi_taxonomy,avian,,,,,aves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCIT_C153298,longevity,lifespan,The length or duration of life or viability.,false,,,https://w3id.org/inbio#_000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCIT:C153298,,,,,,,,,,,,C153298,Conceptual Entity,,,C0023980,,,,,,,,,,,,lifespan,,,,,,,,longevity,,,The length or duration of life or viability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000077,birth rate,natality rate|natality,"The rate in which new borns are added to a population, or in other words, the number of new borns over time.",false,,,https://w3id.org/inbio#_000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,natality rate|natality,,,,,,,"The rate in which new borns are added to a population, or in other words, the number of new borns over time.",birth rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_436491,theropoda,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_436489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:436491,,,,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_clade,,,,,,,,,,,,,,,,,GC_ID:1,,,ncbi_taxonomy,,,,,,theropoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_436492,coelurosauria,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_436491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:436492,,,,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_clade,,,,,,,,,,,,,,,,,GC_ID:1,,,ncbi_taxonomy,,,,,,coelurosauria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_9347,eutheria,Placentalia|placental mammals|eutherian mammals|placentals,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_32525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:9347,,,,,,,,,,,,,,,,,,,,,,,,,,,,placental mammals|eutherian mammals|placentals,,,Placentalia,,,,,eutheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000062,morphological phenotype,,"The form and structure of an organism and its parts, including cells, that result from the interaction of its genotype and the environment. From Bio-Assay Ontology.",false,,,http://purl.obolibrary.org/obo/NCIT_C16977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morphological phenotype,,,"The form and structure of an organism and its parts, including cells, that result from the interaction of its genotype and the environment. From Bio-Assay Ontology.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_00002982,clay,,"A group of hydrous aluminium phyllosilicate (phyllosilicates being a subgroup of silicate minerals) minerals (see clay minerals), that are typically less than 2 micrometres in diameter. Clay consists of a variety of phyllosilicate minerals rich in silicon and aluminium oxides and hydroxides which include variable amounts of structural water.",false,,,http://purl.obolibrary.org/obo/ENVO_00010483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/PATO_0000984,,,,,,,,,ENVO:00002982,,,,,,,,,,,,,,,,,,,,,,,,,,,SWEETRealm:Clay|https://en.wikipedia.org/wiki/Clay|EcoLexicon:clay,,,,,,,,,clay,,,"A group of hydrous aluminium phyllosilicate (phyllosilicates being a subgroup of silicate minerals) minerals (see clay minerals), that are typically less than 2 micrometres in diameter. Clay consists of a variety of phyllosilicate minerals rich in silicon and aluminium oxides and hydroxides which include variable amounts of structural water.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_3027,cryptophyceae,cryptomonads|Cryptomonadida|cryptophytes|Chromophyta|algae|Cryptophyta|cryptomonads,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_2759|https://w3id.org/inbio#_000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:3027,,,,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_class,,,,,,,,,,,,,,,NCBITaxon:2895,,GC_ID:1,Cryptophyta|cryptomonads,,ncbi_taxonomy,cryptomonads|Cryptomonadida|cryptophytes|Chromophyta|algae,,,,,cryptophyceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_2697495,spiralia,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_33317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:2697495,,,,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_clade,,,,,,,,,,,,,,,,,GC_ID:1,,,ncbi_taxonomy,,,,,,spiralia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000268,atmospheric water vapour,atmospheric water vapor,Atmospheric water vapour is water vapour that is part of an atmosphere.,false,,,http://purl.obolibrary.org/obo/ENVO_01000266,,,,,,,,,,,,ORCID:0000-0002-4366-3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/ENVO_01000267,,http://purl.obolibrary.org/obo/ENVO_01000267,,,,,,,,,,,,,,,,,,,,,,,,,,,atmospheric water vapor,,ENVO,,,ENVO:01000268,envoPolar,,atmospheric water vapour,,,Atmospheric water vapour is water vapour that is part of an atmosphere.,ENVO:01000268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://cerrado.linkeddata.es/ecology/ccon#DiversityIndex,diversity index,,"It's a quantitative measure that reflects how many different types (such as species) there are in a dataset, and can simultaneously takes into account how evenly the basic units (such as individuals) are distributed among those types.
Source: wikipedia.org",false,,,https://w3id.org/inbio#_000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccon:DiversityIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It's a quantitative measure that reflects how many different types (such as species) there are in a dataset, and can simultaneously takes into account how evenly the basic units (such as individuals) are distributed among those types.
Source: wikipedia.org",diversity index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000049,morphological change,,Any change in the morpholoy of a species,false,,,https://w3id.org/inbio#_000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morphological change,,,Any change in the morpholoy of a species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000069,invasion establishment phase,,phase of establishment in the alien range as part of the invasion process,false,,,https://w3id.org/inbio#_000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,invasion establishment phase,,,phase of establishment in the alien range as part of the invasion process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0001687,elevation,,A positional quality inhering in a bearer by virtue of the bearer's vertical distance of a point above or below a reference surface.,false,,,http://purl.obolibrary.org/obo/PATO_0000140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATO:0001687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elevation,,,A positional quality inhering in a bearer by virtue of the bearer's vertical distance of a point above or below a reference surface.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000085,physiological change,,Any change in the physioloy of a species,false,,,https://w3id.org/inbio#_000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physiological change,,,Any change in the physioloy of a species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
